Date	Ref No.	Payee	Memo	Payment	Deposit	Reconciliation Status	Balance	Type	Account	Added in Banking
05/22/2023	5474	CHECK		745.70		Reconciled	118,011.23	Check	8400 Salaries and wages	
05/22/2023	5467	CHECK		863.95		Reconciled	118,756.93	Check	8400 Salaries and wages	
05/22/2023	1999	LAI F CHONG		7,000.00		Reconciled	119,620.88	Check	Purchase:Cash Purchase	
05/22/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,307.36	Reconciled	126,620.88	Deposit	Income:CREDIT CARD	
05/22/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,503.76	Reconciled	120,313.52	Deposit	Income:CREDIT CARD	
05/19/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:02344200008971X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,051.52		Reconciled	116,809.76	Check	3140 Payroll Taxes Liabilities	
05/19/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X02346200001790 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	136.20		Reconciled	118,861.28	Check	8460 Payroll Processing Fees	
05/19/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,387.43	Reconciled	118,997.48	Deposit	Income:CREDIT CARD	
05/19/2023			DoorDash, Inc. DES:Disabled A ID:ST-U2N9R5U7I1S5 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,902.38	Reconciled	115,610.05	Deposit	Income:DoorDash	
05/19/2023			GRUBHUB INC DES:May Actvty ID:23051917X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		635.02	Reconciled	112,707.67	Deposit	Income:GRUBHUB	
05/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,244.86	Reconciled	112,072.65	Deposit	Income:CREDIT CARD	
05/17/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:18930528221 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	108,827.79	Check	7720 Car  Lease Expense	
05/17/2023	1990	DA THAISON		1,878.00		Reconciled	109,551.67	Check	Purchase:Da Thaison Inc	
05/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,026.58	Reconciled	111,429.67	Deposit	Income:CREDIT CARD	
05/16/2023	5466	CHECK		487.24		Reconciled	109,403.09	Check	8400 Salaries and wages	
05/16/2023	5465	CHECK		631.90		Reconciled	109,890.33	Check	8400 Salaries and wages	
05/16/2023	1993	KAM KEU MARKET		2,653.90		Reconciled	110,522.23	Check	Purchase:KAM KEU ASIAN MARKET	
05/16/2023	1992	SEA PRIVATE SEAFOOD		1,014.30		Reconciled	113,176.13	Check	Purchase:Sea Pirate Seafood	
05/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,327.16	Reconciled	114,190.43	Deposit	Income:CREDIT CARD	
05/15/2023	5491	CHECK		720.00		Reconciled	111,863.27	Check	8400 Salaries and wages	
05/15/2023	5485	CHECK		720.01		Reconciled	112,583.27	Check	8400 Salaries and wages	
05/15/2023	5470	CHECK		2,539.23		Reconciled	113,303.28	Check	8400 Salaries and wages	
05/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		9,591.28	Reconciled	115,842.51	Deposit	Income:CREDIT CARD	
05/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,997.20	Reconciled	106,251.23	Deposit	Income:CREDIT CARD	
05/12/2023	5459	CHECK		487.24		Reconciled	102,254.03	Check	8400 Salaries and wages	
05/12/2023	5458	CHECK		631.90		Reconciled	102,741.27	Check	8400 Salaries and wages	
05/12/2023	1983	C & S ASSOCIATES		1,365.00		Reconciled	103,373.17	Check	Rent:Dormitory	
05/12/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,336.45	Reconciled	104,738.17	Deposit	Income:CREDIT CARD	
05/12/2023			DoorDash, Inc. DES:Disabled A ID:ST-W8Z2W6N6W4W7 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,305.35	Reconciled	102,401.72	Deposit	Income:DoorDash	
05/12/2023			GRUBHUB INC DES:May Actvty ID:23051210X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		540.39	Reconciled	100,096.37	Deposit	Income:GRUBHUB	
05/11/2023	1989	DM CLEANING UP SERVICES LLC		481.00		Reconciled	99,555.98	Check	8660 Repairs & maintenance	
05/11/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,084.51	Reconciled	100,036.98	Deposit	Income:CREDIT CARD	
05/10/2023	1988	LAI F CHONG		12,000.00		Reconciled	97,952.47	Check	S Corp Distribution:Lai F Chong	
05/10/2023	1984	Levin Management		17,093.54		Reconciled	109,952.47	Check	Rent:Restaurant	
05/10/2023	1981	REPUBLIC SERVICE		214.12		Reconciled	127,046.01	Check	8880 Waste Management	
05/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,090.05	Reconciled	127,260.13	Deposit	Income:CREDIT CARD	
05/09/2023	1986	KAM KEU MARKET		2,711.80		Reconciled	125,170.08	Check	Purchase:KAM KEU ASIAN MARKET	
05/09/2023	1979	VERIZON		182.59		Reconciled	127,881.88	Check	8840 Telephone	
05/09/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,089.81	Reconciled	128,064.47	Deposit	Income:CREDIT CARD	
05/08/2023	1980	HORIZON		1,341.27		Reconciled	125,974.66	Check	8150 Health Insurance	
05/08/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,930.37	Reconciled	127,315.93	Deposit	Income:CREDIT CARD	
05/08/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,296.76	Reconciled	121,385.56	Deposit	Income:CREDIT CARD	
05/05/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:02157200029488X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,082.98		Reconciled	117,088.80	Check	3140 Payroll Taxes Liabilities	
05/05/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X02166600000382 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	136.20		Reconciled	119,171.78	Check	8460 Payroll Processing Fees	
05/05/2023	1977	KAM KEU MARKET		2,496.96		Reconciled	119,307.98	Check	Purchase:KAM KEU ASIAN MARKET	
05/05/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,342.09	Reconciled	121,804.94	Deposit	Income:CREDIT CARD	
05/05/2023			DoorDash, Inc. DES:Disabled A ID:ST-G2E0X0Q7T6Y7 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,522.04	Reconciled	118,462.85	Deposit	Income:DoorDash	
05/05/2023			GRUBHUB INC DES:Apr Actvty ID:23050501X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		667.82	Reconciled	115,940.81	Deposit	Income:GRUBHUB	
05/05/2023			GRUBHUB INC DES:May Actvty ID:23050503X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		39.33	Reconciled	115,272.99	Deposit	Income:GRUBHUB	
05/04/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,159.86	Reconciled	115,233.66	Deposit	Income:CREDIT CARD	
05/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,812.67		Reconciled	110,073.80	Check	7750 Credit Card Processing Fee	
05/03/2023	1976	SEA PRIVATE SEAFOOD		1,799.82		Reconciled	112,886.47	Check	Purchase:Sea Pirate Seafood	
05/03/2023	1975	DA THAISON		1,997.00		Reconciled	114,686.29	Check	Purchase:Da Thaison Inc	
05/02/2023		Online Banking payment to CSL 7321	Online Banking payment to CRD 7321 Confirmation# 2603137767	3,180.11		Reconciled	116,683.29	Check	3410 BOA #3563/#7321	
05/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,554.32	Reconciled	119,863.40	Deposit	Income:CREDIT CARD	
05/01/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,485.37	Reconciled	118,309.08	Deposit	Income:CREDIT CARD	
05/01/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,936.15	Reconciled	111,823.71	Deposit	Income:CREDIT CARD	
04/28/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,453.85	Reconciled	106,887.56	Deposit	Income:CREDIT CARD	
04/28/2023			DoorDash, Inc. DES:Disabled A ID:ST-Y8L7M8P7V5O7 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,636.79	Reconciled	103,433.71	Deposit	Income:DoorDash	
04/28/2023			GRUBHUB INC DES:Apr Actvty ID:23042826X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		762.69	Reconciled	100,796.92	Deposit	Income:GRUBHUB	
04/27/2023	1974	OCEAN PLASTIC PACKAGING TRADING INC		1,462.50		Reconciled	100,034.23	Check	Purchase:OCEAN PLASTIC PACKAGING TRADING	
04/27/2023	1972	AUTO CHLOR SYSTEM		244.22		Reconciled	101,496.73	Check	8670 Dishwash expense	
04/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,868.66	Reconciled	101,740.95	Deposit	Income:CREDIT CARD	
04/26/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,034.97	Reconciled	98,872.29	Deposit	Income:CREDIT CARD	
04/25/2023	1973	KAM KEU MARKET		2,307.60		Reconciled	96,837.32	Check	Purchase:KAM KEU ASIAN MARKET	
04/25/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,088.65	Reconciled	99,144.92	Deposit	Income:CREDIT CARD	
04/24/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X02000200019179 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	136.20		Reconciled	97,056.27	Check	8460 Payroll Processing Fees	
04/24/2023	5478	CHECK		720.00		Reconciled	97,192.47	Check	8400 Salaries and wages	
04/24/2023	5471	CHECK		720.01		Reconciled	97,912.47	Check	8400 Salaries and wages	
04/24/2023	5464	CHECK		720.00		Reconciled	98,632.48	Check	8400 Salaries and wages	
04/24/2023	5463	CHECK		2,593.26		Reconciled	99,352.48	Check	8400 Salaries and wages	
04/24/2023	5452	CHECK		487.24		Reconciled	101,945.74	Check	8400 Salaries and wages	
04/24/2023	5451	CHECK		631.90		Reconciled	102,432.98	Check	8400 Salaries and wages	
04/24/2023	5445	CHECK		487.24		Reconciled	103,064.88	Check	8400 Salaries and wages	
04/24/2023	5444	CHECK		631.90		Reconciled	103,552.12	Check	8400 Salaries and wages	
04/24/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,865.46	Reconciled	104,184.02	Deposit	Income:CREDIT CARD	
04/24/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,757.24	Reconciled	97,318.56	Deposit	Income:CREDIT CARD	
04/21/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01994500005443X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	1,646.25		Reconciled	93,561.32	Check	3140 Payroll Taxes Liabilities	
04/21/2023	1968	ECOLAB		357.24		Reconciled	95,207.57	Check	8870 Pest Control	
04/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,983.01	Reconciled	95,564.81	Deposit	Income:CREDIT CARD	
04/21/2023			DoorDash, Inc. DES:Disabled A ID:ST-U8W5J9X4E9J3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,956.83	Reconciled	92,581.80	Deposit	Income:DoorDash	
04/21/2023			GRUBHUB INC DES:Apr Actvty ID:23042119X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		591.61	Reconciled	90,624.97	Deposit	Income:GRUBHUB	
04/20/2023		NJ S&U WEB PMT	NJ S&U WEB PMT DES:NJWEB55 ID:091000013918734 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B8439605	6,494.71		Reconciled	90,033.36	Check	6030 Sales Tax  Adjustment	
04/20/2023	1971	KAM KEU MARKET		2,393.40		Reconciled	96,528.07	Check	Purchase:KAM KEU ASIAN MARKET	
04/20/2023	1967	MACINTOSH		138.18		Reconciled	98,921.47	Check	8940 Uniform	
04/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,763.57	Reconciled	99,059.65	Deposit	Income:CREDIT CARD	
04/19/2023		IRS USATAXPYMT	2022 1040 EXT PMT	16,571.00		Reconciled	96,296.08	Check	4520 Loan officer	
04/19/2023	1969	DA THAISON		780.00		Reconciled	112,867.08	Check	Purchase:Da Thaison Inc	
04/19/2023	1965	DA THAISON		1,089.50		Reconciled	113,647.08	Check	Purchase:Da Thaison Inc	
04/19/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,326.95	Reconciled	114,736.58	Deposit	Income:CREDIT CARD	
04/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,796.73	Reconciled	112,409.63	Deposit	Income:CREDIT CARD	
04/17/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:18868304981 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	110,612.90	Check	7720 Car  Lease Expense	
04/17/2023	1970	LAI F CHONG		6,000.00		Reconciled	111,336.78	Check	S Corp Distribution:Lai F Chong	
04/17/2023	1963	NJ AMERICAN WATER		902.03		Reconciled	117,336.78	Check	Utilities:Water	
04/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,405.19	Reconciled	118,238.81	Deposit	Income:CREDIT CARD	
04/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,103.58	Reconciled	111,833.62	Deposit	Income:CREDIT CARD	
04/14/2023	1962	DA THAISON		1,170.00		Reconciled	109,730.04	Check	Purchase:Da Thaison Inc	
04/14/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,183.75	Reconciled	110,900.04	Deposit	Income:CREDIT CARD	
04/14/2023			DoorDash, Inc. DES:Disabled A ID:ST-C6D0L6D7R7U6 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,850.65	Reconciled	108,716.29	Deposit	Income:DoorDash	
04/14/2023			GRUBHUB INC DES:Apr Actvty ID:23041412X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		466.65	Reconciled	106,865.64	Deposit	Income:GRUBHUB	
04/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,215.60	Reconciled	106,398.99	Deposit	Income:CREDIT CARD	
04/12/2023	1964	PSE&G		2,232.63		Reconciled	104,183.39	Check	Utilities:Gas and Electric	
04/12/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,385.20	Reconciled	106,416.02	Deposit	Income:CREDIT CARD	
04/11/2023	1966	KAM KEU MARKET		2,487.05		Reconciled	104,030.82	Check	Purchase:KAM KEU ASIAN MARKET	
04/11/2023	1957	DA THAISON		1,184.00		Reconciled	106,517.87	Check	Purchase:Da Thaison Inc	
04/11/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,153.04	Reconciled	107,701.87	Deposit	Income:CREDIT CARD	
04/10/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X01820500019843 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	156.52		Reconciled	105,548.83	Check	8460 Payroll Processing Fees	
04/10/2023	5483	CHECK		680.07		Reconciled	105,705.35	Check	8400 Salaries and wages	
04/10/2023	5476	CHECK		680.07		Reconciled	106,385.42	Check	8400 Salaries and wages	
04/10/2023	5469	CHECK		680.07		Reconciled	107,065.49	Check	8400 Salaries and wages	
04/10/2023	5456	CHECK		2,473.13		Reconciled	107,745.56	Check	8400 Salaries and wages	
04/10/2023	1960	C & S ASSOCIATES		1,365.00		Reconciled	110,218.69	Check	Rent:Dormitory	
04/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,079.98	Reconciled	111,583.69	Deposit	Income:CREDIT CARD	
04/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,907.47	Reconciled	106,503.71	Deposit	Income:CREDIT CARD	
04/07/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01815000004954X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,245.40		Reconciled	103,596.24	Check	3140 Payroll Taxes Liabilities	
04/07/2023	1961	MACINTOSH		227.29		Reconciled	105,841.64	Check	8940 Uniform	
04/07/2023	1959	Levin Management		15,065.03		Reconciled	106,068.93	Check	Rent:Restaurant	
04/07/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,736.48	Reconciled	121,133.96	Deposit	Income:CREDIT CARD	
04/07/2023			DoorDash, Inc. DES:Disabled A ID:ST-T0H3H3U4C1C7 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,674.70	Reconciled	118,397.48	Deposit	Income:DoorDash	
04/07/2023			GRUBHUB INC DES:Mar Actvty ID:23040701X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		482.83	Reconciled	115,722.78	Deposit	Income:GRUBHUB	
04/07/2023			GRUBHUB INC DES:Apr Actvty ID:23040705X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		200.74	Reconciled	115,239.95	Deposit	Income:GRUBHUB	
04/06/2023		Online Banking payment to CSL 7321	Online Banking payment to CRD 7321 Confirmation# 1778257550	2,872.47		Reconciled	115,039.21	Check	3410 BOA #3563/#7321	
04/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,538.12	Reconciled	117,911.68	Deposit	Income:CREDIT CARD	
04/05/2023		NJ S&U WEB PMT	NJ WEB PMT 02301 DES:NJWEB02301 ID:091000013382981 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	1,272.00		Reconciled	115,373.56	Check	8580 NJ CBT Tax	
04/05/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,126.41	Reconciled	116,645.56	Deposit	Income:CREDIT CARD	
04/04/2023	1958	KAM KEU MARKET		2,633.65		Reconciled	114,519.15	Check	Purchase:KAM KEU ASIAN MARKET	
04/04/2023	1956	SEA PRIVATE SEAFOOD		699.90		Reconciled	117,152.80	Check	Purchase:Sea Pirate Seafood	
04/04/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,434.29	Reconciled	117,852.70	Deposit	Income:CREDIT CARD	
04/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,994.12		Reconciled	115,418.41	Check	7750 Credit Card Processing Fee	
04/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,512.32	Reconciled	118,412.53	Deposit	Income:CREDIT CARD	
04/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,438.16	Reconciled	111,900.21	Deposit	Income:CREDIT CARD	
03/31/2023	1954	REPUBLIC SERVICE		214.12		Reconciled	107,462.05	Check	8880 Waste Management	
03/31/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,821.57	Reconciled	107,676.17	Deposit	Income:CREDIT CARD	
03/31/2023			DoorDash, Inc. DES:Disabled A ID:ST-O2A2P2V6Z9W6 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,759.04	Reconciled	103,854.60	Deposit	Income:DoorDash	
03/31/2023			GRUBHUB INC DES:Mar Actvty ID:23033129X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		634.68	Reconciled	101,095.56	Deposit	Income:GRUBHUB	
03/30/2023	1955	STATE OF NJ	2672803/ ID 0603935	323.00		Reconciled	100,460.88	Check	8440 Payroll Taxes	
03/30/2023	1953	KAM KEU MARKET		2,664.45		Reconciled	100,783.88	Check	Purchase:KAM KEU ASIAN MARKET	
03/30/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,737.91	Reconciled	103,448.33	Deposit	Income:CREDIT CARD	
03/29/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,673.81	Reconciled	100,710.42	Deposit	Income:CREDIT CARD	
03/28/2023		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 2600825835	4,486.14		Reconciled	98,036.61	Check	3400 BOA #0241	
03/28/2023	1952	DA THAISON		1,273.50		Reconciled	102,522.75	Check	Purchase:Da Thaison Inc	
03/28/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,861.46	Reconciled	103,796.25	Deposit	Income:CREDIT CARD	
03/27/2023	5475	CHECK		579.29		Reconciled	101,934.79	Check	8400 Salaries and wages	
03/27/2023	5461	CHECK		579.29		Reconciled	102,514.08	Check	8400 Salaries and wages	
03/27/2023	5454	CHECK		579.28		Reconciled	103,093.37	Check	8400 Salaries and wages	
03/27/2023	5449	CHECK		2,226.47		Reconciled	103,672.65	Check	8400 Salaries and wages	
03/27/2023	1951	LAI F CHONG		20,000.00		Reconciled	105,899.12	Check	S Corp Distribution:Lai F Chong	
03/27/2023	1946	HORIZON		2,682.54		Reconciled	125,899.12	Check	8150 Health Insurance	
03/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,420.59	Reconciled	128,581.66	Deposit	Income:CREDIT CARD	
03/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,707.38	Reconciled	123,161.07	Deposit	Income:CREDIT CARD	
03/24/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01617100021666X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,326.95		Reconciled	118,453.69	Check	3140 Payroll Taxes Liabilities	
03/24/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X01625200027820 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	142.52		Reconciled	120,780.64	Check	8460 Payroll Processing Fees	
03/24/2023	1945	VERIZON		183.16		Reconciled	120,923.16	Check	8840 Telephone	
03/24/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,021.61	Reconciled	121,106.32	Deposit	Income:CREDIT CARD	
03/24/2023			DoorDash, Inc. DES:Disabled A ID:ST-D8F3P7C7J9Y8 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,194.87	Reconciled	118,084.71	Deposit	Income:DoorDash	
03/24/2023			GRUBHUB INC DES:Mar Actvty ID:23032422X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		528.23	Reconciled	115,889.84	Deposit	Income:GRUBHUB	
03/23/2023		CHECK  ORDER	CHECK ORDER00035 DES:FEE ID:12DU9648 INDN:COUR THAI GROUP CORPOR CO ID:0000000035 PPD PMT INFO: PRODUCT(S): 60.74 S&	81.46		Reconciled	115,361.61	Check	7740 Bank Service Charges	
03/23/2023	1947	DA THAISON		1,104.50		Reconciled	115,443.07	Check	Purchase:Da Thaison Inc	
03/23/2023	1933	HON NAM CHAN		5,000.00		Reconciled	116,547.57	Check	Purchase:Cash Purchase	
03/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,838.65	Reconciled	121,547.57	Deposit	Income:CREDIT CARD	
03/22/2023	5438	CHECK		487.24		Reconciled	119,708.92	Check	8400 Salaries and wages	
03/22/2023	5437	CHECK		631.90		Reconciled	120,196.16	Check	8400 Salaries and wages	
03/22/2023	1949	SEA PRIVATE SEAFOOD		828.70		Reconciled	120,828.06	Check	Purchase:Sea Pirate Seafood	
03/22/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,253.65	Reconciled	121,656.76	Deposit	Income:CREDIT CARD	
03/21/2023	1950	KAM KEU MARKET		2,514.35		Reconciled	119,403.11	Check	Purchase:KAM KEU ASIAN MARKET	
03/21/2023	1948	AUTO CHLOR SYSTEM		238.34		Reconciled	121,917.46	Check	8670 Dishwash expense	
03/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,042.75	Reconciled	122,155.80	Deposit	Income:CREDIT CARD	
03/20/2023		NJ S&U WEB PMT	NJ WEB PMT 04110 DES:NJWEB04110 ID:091000013234080 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,263.20		Reconciled	120,113.05	Check	6030 Sales Tax  Adjustment	
03/20/2023	1939	NJ AMERICAN WATER		1,407.71		Reconciled	125,376.25	Check	Utilities:Water	
03/20/2023					4,887.00	Reconciled	126,783.96	Deposit	8580 NJ CBT Tax	
